timeStamp,departureDay,distance
18:16:00,Wednesday,107
18:16:00,Wednesday,125
18:16:00,Wednesday,145
18:17:00,Wednesday,228
18:56:00,Wednesday,1117
18:57:00,Wednesday,1117
18:58:00,Wednesday,1117
18:59:00,Wednesday,1117
19:00:00,Wednesday,1117
19:01:00,Wednesday,1117
19:01:00,Wednesday,1092
19:01:00,Wednesday,1090
19:01:00,Wednesday,1113
19:02:00,Wednesday,1113
19:02:00,Wednesday,1121
19:03:00,Wednesday,1121
19:03:00,Wednesday,1103
19:03:00,Wednesday,1092
19:03:00,Wednesday,1091
19:03:00,Wednesday,1089
19:03:00,Wednesday,1077
19:04:00,Wednesday,1077
19:04:00,Wednesday,1078
19:04:00,Wednesday,1078
19:04:00,Wednesday,1063
19:04:00,Wednesday,1061
19:04:00,Wednesday,1045
19:05:00,Wednesday,1045
19:05:00,Wednesday,1038
19:05:00,Wednesday,1027
19:05:00,Wednesday,1013
19:05:00,Wednesday,999
19:05:00,Wednesday,968
19:06:00,Wednesday,968
19:06:00,Wednesday,954
19:06:00,Wednesday,867
19:07:00,Wednesday,867
19:07:00,Wednesday,844
19:07:00,Wednesday,799
19:08:00,Wednesday,799
19:08:00,Wednesday,765
19:08:00,Wednesday,664
19:09:00,Wednesday,664
19:09:00,Wednesday,580
19:09:00,Wednesday,561
19:09:00,Wednesday,529
19:10:00,Wednesday,529
19:10:00,Wednesday,522
19:10:00,Wednesday,495
19:10:00,Wednesday,460
19:11:00,Wednesday,460
19:11:00,Wednesday,381
19:11:00,Wednesday,378
19:11:00,Wednesday,375
19:11:00,Wednesday,371
19:11:00,Wednesday,359
19:11:00,Wednesday,352
19:11:00,Wednesday,339
19:11:00,Wednesday,314
19:12:00,Wednesday,314
19:12:00,Wednesday,267
19:12:00,Wednesday,264
19:12:00,Wednesday,258
19:13:00,Wednesday,258
19:13:00,Wednesday,251
19:14:00,Wednesday,251
19:14:00,Wednesday,251
19:14:00,Wednesday,169
19:14:00,Wednesday,158
19:14:00,Wednesday,156
19:15:00,Wednesday,156
19:15:00,Wednesday,103
19:16:00,Wednesday,52
19:16:00,Wednesday,49
19:16:00,Wednesday,6
19:16:00,Wednesday,6
19:17:00,Wednesday,6
19:18:00,Wednesday,150
20:01:00,Wednesday,1091
20:01:00,Wednesday,1099
20:01:00,Wednesday,1114
20:01:00,Wednesday,1125
20:02:00,Wednesday,1125
20:02:00,Wednesday,1103
20:02:00,Wednesday,1099
20:02:00,Wednesday,1090
20:03:00,Wednesday,1090
20:03:00,Wednesday,1075
20:03:00,Wednesday,1073
20:03:00,Wednesday,1067
