timeStamp,departureDay,distance
21:03:00,4,1073
21:03:00,4,1069
21:03:00,4,1065
21:03:00,4,1059
21:03:00,4,1042
21:03:00,4,1038
21:04:00,4,1038
21:04:00,4,999
21:04:00,4,996
21:04:00,4,951
21:04:00,4,951
21:05:00,4,951
21:05:00,4,893
21:05:00,4,844
21:05:00,4,798
21:05:00,4,792
21:06:00,4,792
21:06:00,4,688
21:06:00,4,587
21:06:00,4,581
21:06:00,4,571
21:07:00,4,571
21:07:00,4,531
21:07:00,4,531
21:07:00,4,487
21:08:00,4,487
21:08:00,4,384
21:08:00,4,366
21:09:00,4,366
21:09:00,4,315
21:09:00,4,283
21:09:00,4,266
21:10:00,4,266
21:10:00,4,240
21:10:00,4,180
21:11:00,4,170
21:11:00,4,113
21:11:00,4,106
21:12:00,4,106
21:12:00,4,79
21:12:00,4,49
21:12:00,4,3
21:12:00,4,24
21:13:00,4,24
21:13:00,4,56
21:14:00,4,56
21:14:00,4,125
21:14:00,4,229
06:39:00,7,904
06:40:00,7,904
06:40:00,7,904
06:40:00,7,804
06:41:00,7,804
06:41:00,7,800
06:41:00,7,11
06:42:00,7,11
06:42:00,7,20
06:43:00,7,20
06:44:00,7,20
06:44:00,7,97
06:44:00,7,128
06:45:00,7,128
06:50:00,7,7851
07:40:00,7,783
07:41:00,7,783
07:41:00,7,772
07:41:00,7,772
07:42:00,7,772
07:43:00,7,513
07:43:00,7,484
07:44:00,7,484
07:44:00,7,380
07:44:00,7,315
07:44:00,7,278
07:44:00,7,268
07:45:00,7,268
07:45:00,7,267
07:46:00,7,267
07:46:00,7,212
07:47:00,7,212
07:48:00,7,169
07:49:00,7,121
08:25:00,7,286
08:26:00,7,286
08:27:00,7,286
08:28:00,7,286
08:28:00,7,269
08:29:00,7,269
08:30:00,7,269
08:30:00,7,6
08:31:00,7,6
08:32:00,7,6
08:32:00,7,14
08:32:00,7,36
08:33:00,7,36
09:25:00,7,788
09:26:00,7,788
09:26:00,7,245
09:27:00,7,245
09:28:00,7,245
09:28:00,7,224
09:29:00,7,224
09:29:00,7,188
09:30:00,7,186
09:30:00,7,176
09:30:00,7,168
09:30:00,7,161
09:31:00,7,161
09:32:00,7,135
09:33:00,7,135
09:33:00,7,73
09:33:00,7,46
09:34:00,7,8
09:34:00,7,8
09:34:00,7,14
09:35:00,7,14
09:35:00,7,28
09:36:00,7,28
10:05:00,7,1103
10:06:00,7,1103
10:06:00,7,1094
10:06:00,7,1090
10:06:00,7,1082
10:06:00,7,1080
10:06:00,7,1073
10:07:00,7,1073
10:07:00,7,1063
10:07:00,7,1058
10:07:00,7,1049
10:08:00,7,1049
10:08:00,7,1043
10:09:00,7,1043
10:09:00,7,1033
10:10:00,7,1033
10:10:00,7,1026
10:10:00,7,999
10:10:00,7,993
10:10:00,7,989
10:32:00,7,1103
10:33:00,7,1103
10:34:00,7,1103
10:35:00,7,1103
10:36:00,7,1103
10:36:00,7,1092
10:37:00,7,1092
10:40:00,7,922
10:49:00,7,1118
10:50:00,7,1118
10:51:00,7,1118
10:52:00,7,1118
10:53:00,7,1118
10:54:00,7,1118
11:03:00,7,1106
11:03:00,7,1105
11:03:00,7,1104
11:03:00,7,1088
11:03:00,7,1087
11:03:00,7,1086
11:04:00,7,1086
11:04:00,7,1079
11:04:00,7,1074
11:04:00,7,1066
11:04:00,7,1064
11:05:00,7,1016
11:06:00,7,1016
11:06:00,7,1000
11:06:00,7,991
11:06:00,7,890
11:07:00,7,890
11:08:00,7,890
11:08:00,7,845
11:08:00,7,799
11:08:00,7,583
11:08:00,7,580
11:08:00,7,572
11:08:00,7,565
11:09:00,7,565
11:09:00,7,520
11:09:00,7,490
11:09:00,7,463
11:10:00,7,315
11:11:00,7,315
11:11:00,7,276
11:11:00,7,259
11:11:00,7,255
11:12:00,7,255
11:12:00,7,169
11:12:00,7,157
11:12:00,7,121
11:12:00,7,119
11:12:00,7,110
11:13:00,7,110
11:13:00,7,53
11:13:00,7,48
11:13:00,7,16
11:13:00,7,51
11:14:00,7,51
11:14:00,7,153
11:56:00,7,1117
11:57:00,7,1117
11:58:00,7,1117
11:59:00,7,1117
12:00:00,7,1117
12:01:00,7,1117
12:01:00,7,1126
12:01:00,7,1126
12:01:00,7,1122
12:01:00,7,1113
12:02:00,7,1113
12:10:00,7,190
12:11:00,7,190
12:11:00,7,168
12:11:00,7,161
12:11:00,7,121
12:12:00,7,121
12:12:00,7,109
12:12:00,7,61
12:12:00,7,49
12:12:00,7,13
12:12:00,7,40
12:13:00,7,40
12:14:00,7,40
12:14:00,7,96
12:14:00,7,144
13:03:00,7,1103
13:03:00,7,1098
13:03:00,7,1094
13:04:00,7,1094
13:04:00,7,1090
13:04:00,7,1081
13:04:00,7,1071
13:04:00,7,1059
13:05:00,7,1059
13:10:00,7,168
13:11:00,7,168
13:11:00,7,119
13:12:00,7,119
13:12:00,7,109
13:12:00,7,97
13:12:00,7,50
13:12:00,7,4
13:12:00,7,11
13:13:00,7,108
13:13:00,7,165
13:13:00,7,209
14:01:00,7,1099
14:01:00,7,1095
14:02:00,7,1095
14:02:00,7,1118
14:02:00,7,1104
14:02:00,7,1103
14:02:00,7,1103
14:03:00,7,1103
14:03:00,7,1094
14:03:00,7,1090
14:03:00,7,1079
14:03:00,7,1079
14:04:00,7,1079
14:04:00,7,1078
14:04:00,7,1067
14:04:00,7,1059
14:04:00,7,1042
14:04:00,7,1035
14:05:00,7,1035
14:05:00,7,999
14:05:00,7,995
14:05:00,7,960
14:05:00,7,939
14:05:00,7,895
14:05:00,7,843
14:06:00,7,843
14:06:00,7,792
14:06:00,7,782
14:07:00,7,782
14:07:00,7,691
14:08:00,7,592
14:08:00,7,588
14:08:00,7,583
14:08:00,7,576
14:08:00,7,532
14:08:00,7,532
14:09:00,7,532
14:09:00,7,530
14:09:00,7,485
14:09:00,7,383
14:10:00,7,383
14:10:00,7,341
14:10:00,7,317
14:10:00,7,281
14:11:00,7,281
14:11:00,7,255
14:11:00,7,178
14:11:00,7,170
14:12:00,7,170
14:12:00,7,149
14:12:00,7,118
14:12:00,7,115
